,name,handle,url,additional info
315,Toni Hofreiter,@ToniHofreiter,https://twitter.com/ToniHofreiter,"Dr. Anton Hofreiter MdB, Fraktionsvorsitzender von Bündnis 90/DIE"
316,Stefan Gelbhaar,@StefanGelbhaar,https://twitter.com/StefanGelbhaar,"Bundestagsabgeordneter, Rechtsanwalt, bündnisgrüner Obmann im"
317,Christine Buchholz,@ch_buchholz,https://twitter.com/ch_buchholz,MdB | @*linksfraktion* <https://twitter.com/linksfraktion> |
318,Daniel Föst,@DFoest,https://twitter.com/DFoest,"Vorsitzender @*fdpbay* <https://twitter.com/fdpbay>, Mitglied des"
319,Michael Thews,@michael_thews,https://twitter.com/michael_thews,Bundestagsabgeordneter (WK 145) - Hamm-Lünen-Selm-Werne - SPD -
320,Uwe Schummer,@UweSchummer,https://twitter.com/UweSchummer,"Zuhause in Willich am Niederrhein, geboren in Adelaide in"
321,Florian Hahn,@hahnflo,https://twitter.com/hahnflo,"MdB, München-Land, Europa & Verteidigung, Stiftung Lebenshilfe"
322,Armin Schuster,@armin_schuster,https://twitter.com/armin_schuster,Mitglied des Deutschen Bundestags für den Wahlkreis Lörrach-Müllheim
323,Günter Krings,@guenterkrings,https://twitter.com/guenterkrings,"Jurist, Mitglied des Deutschen Bundestages, Vorsitzender von BACDJ"
324,Johann Wadephul,@JoWadephul,https://twitter.com/JoWadephul,"MdB, stv. FV/Deputy Chairman CDU/CSU-Fraktion"
325,Ulli Nissen,@UlliNissen,https://twitter.com/UlliNissen,"Mitglied des Deutschen Bundestages - Ausschuss Umwelt, Naturschutz,"
326,Peter Altmaier,@peteraltmaier,https://twitter.com/peteraltmaier,Bundesminister für Wirtschaft und Energie. Mitglied des Deutschen
327,Patrick Schnieder,@PSchnieder,https://twitter.com/PSchnieder,"Bundestagsabgeordneter, Parlamentarischer Geschäftsführer der"
328,Peter Aumer,@PeterAumer,https://twitter.com/PeterAumer,#*Bayer* <https://twitter.com/hashtag/Bayer?src=hash>
329,Heike Hänsel,@HeikeHaensel,https://twitter.com/HeikeHaensel,MdB | stellvertretende Vorsitzende + Leiterin AK Außenpolitik der
330,Christian Lange,@LangeMdB,https://twitter.com/LangeMdB,Parlamentarischer Staatssekretär im @*BMJV_Bund*
331,Dr. Karamba Diaby,@KarambaDiaby,https://twitter.com/KarambaDiaby,#*SPD*
332,Pascal Meiser,@pascalmeiser,https://twitter.com/pascalmeiser,"Alternder Fußballer & Mitglied des Deutschen Bundestags, DIE LINKE,"
333,Jens Spahn,@jensspahn,https://twitter.com/jensspahn,"Bundesminister für Gesundheit, Mitglied des Bundestages und im"
334,Gabriela Heinrich,@GaHeinrich,https://twitter.com/GaHeinrich,Mitglied des Deutschen Bundestages
335,Petra Sitte,@Petra_Sitte_MdB,https://twitter.com/Petra_Sitte_MdB,Abgeordnete der @*linksfraktion* <https://twitter.com/linksfraktion>
336,Thomas Oppermann,@ThomasOppermann,https://twitter.com/ThomasOppermann,"Hier twittert Thomas Oppermann, MdB, Vizepräsident des Deutschen"
337,Thomas Hitschler,@ThomasHitschler,https://twitter.com/ThomasHitschler,MdB für die #*Südpfalz*
338,Paul Ziemiak,@PaulZiemiak,https://twitter.com/PaulZiemiak,Mitglied @*Bundestag* <https://twitter.com/Bundestag> 🇩🇪 -
339,Dr. Roland Hartwig,@R_Hartwig_AfD,https://twitter.com/R_Hartwig_AfD,Stellv. @*AfDimBundestag*
340,Lisa Badum,@badulrichmartha,https://twitter.com/badulrichmartha,"Sprecherin für Klimapolitik, MdB, B90/Die Grünen,"
341,Sebastian Steineke,@SteinekeCDU,https://twitter.com/SteinekeCDU,"🇩🇪 Mitglied des Bundestages - Direkt für die Prignitz,"
342,Sabine Leidig,@SabineLeidig,https://twitter.com/SabineLeidig,"Kapitalismuskritik, linke Verkehrspolitik, Ökologie"
343,Yasmin Fahimi,@yasmin_fahimi,https://twitter.com/yasmin_fahimi,
344,Oliver Kaczmarek,@KaczmarekOliver,https://twitter.com/KaczmarekOliver,Bildungs- und forschungspolitischer Sprecher @*spdbt*
345,Katrin Werner,@Katrin_Werner,https://twitter.com/Katrin_Werner,Mitglied im Deutschen #*Bundestag*
346,Filiz Polat,@filizgreen,https://twitter.com/filizgreen,"Hier twittert Filiz Polat, GRÜNEN-Bundestagsabgeordnete, Sprecherin"
347,Bärbel Kofler,@BaerbelKofler,https://twitter.com/BaerbelKofler,Beauftragte der Bundesregierung für Menschenrechtspolitik und
348,Jens Beeck,@jensbeeck,https://twitter.com/jensbeeck,Mitglied des Bundestages | Teilhabepolitischer Sprecher @*fdpbt*
349,Simone Barrientos,@SBarrientosK,https://twitter.com/SBarrientosK,Mitglied des Bundestags | linksfraktion | Wahlkreis Würzburg |
350,Pohl.Position,@Buergerwohl,https://twitter.com/Buergerwohl,"Jürgen Pohl, AfD, Nordthüringen MdB"
351,Agnieszka Brugger,@agnieszka_mdb,https://twitter.com/agnieszka_mdb,MdB WK #*Ravensburg*
352,Linda Teuteberg,@LindaTeuteberg,https://twitter.com/LindaTeuteberg,#*Brandenburgerin*
353,Felix Schreiner,@felixschreiner,https://twitter.com/felixschreiner,Christdemokrat | Verkehrspolitiker | Direktgewählter
354,Axel Fischer,@Axel_Fischer,https://twitter.com/Axel_Fischer,
355,Johann Saathoff,@Johann_Saathoff,https://twitter.com/Johann_Saathoff,
356,Matthias Heider,@MatthiasHeider,https://twitter.com/MatthiasHeider,"Rechtsanwalt, MdB im südl. Sauerland, zuständig im"
357,Heike Brehmer,@HeikeBrehmerMdB,https://twitter.com/HeikeBrehmerMdB,"Mitglied des Deutschen Bundestags für den Harz und das Salzland,"
358,Markus Kurth,@markuskurthmdb,https://twitter.com/markuskurthmdb,"MdB, Bündnis 90/Die Grünen im Deutschen Bundestag"
359,Alexander Lambsdorff,@Lambsdorff,https://twitter.com/Lambsdorff,Alle Tweets von mir / All tweets by me. Vize-Vorsitzender der FDP im
360,Jens Koeppen,@JensKoeppen,https://twitter.com/JensKoeppen,Nägel mit KOEPPEN - MdB - Wahlkreis 57 Uckermark und Barnim -
361,Helin Evrim Sommer,@HESommer,https://twitter.com/HESommer,Bundestagsabgeordnete (DIE LINKE)| Entwicklungspolitische
362,Nikolas Löbel,@NikolasLoebel,https://twitter.com/NikolasLoebel,Mitglied des Deutschen Bundestages @*cducsubt*
363,Irene Mihalic,@IreneMihalic,https://twitter.com/IreneMihalic,MdB @*GrueneBundestag* <https://twitter.com/GrueneBundestag>
364,Dorothee Bär,@DoroBaer,https://twitter.com/DoroBaer,"MdB, Staatsministerin im Bundeskanzleramt für Digitalisierung"
365,Sevim Dagdelen,@SevimDagdelen,https://twitter.com/SevimDagdelen,"stellv. Vorsitzende DIE LINKE. im Bundestag, Außen-, Rüstungs-,"
366,Lorenz Gösta Beutin,@lgbeutin,https://twitter.com/lgbeutin,MdB Klima- & energiepolitischer Sprecher @*linksfraktion*
367,Anja Weisgerber,@anjaweisgerber,https://twitter.com/anjaweisgerber,"Mitglied des Deutschen Bundestages, CSU, Unterfranken"
368,Christian Lindner,@c_lindner,https://twitter.com/c_lindner,Bundesvorsitzender der Freien Demokraten. Vorsitzender der Fraktion
369,Hilde Mattheis,@HildeMattheis,https://twitter.com/HildeMattheis,"Abgeordnete des Deutschen Bundestages, Mitglied im"
370,Niema Movassat,@NiemaMovassat,https://twitter.com/NiemaMovassat,Bundestagsabgeordneter (DIE LINKE) | Obmann im Rechtsausschuss |
371,Tino Sorge,@TinoSorge,https://twitter.com/TinoSorge,Mitglied des Deutschen Bundestages @*cducsubt*
372,Kai Gehring,@KaiGehring,https://twitter.com/KaiGehring,#*Grüne* <https://twitter.com/hashtag/Gr%C3%BCne?src=hash>
373,Katja Hessel,@fdp_hessel,https://twitter.com/fdp_hessel,
374,Ute Vogt,@UteVogt,https://twitter.com/UteVogt,SPD-Bundestagsabgeordnete für Stuttgart I
375,Marco Buschmann,@MarcoBuschmann,https://twitter.com/MarcoBuschmann,Mitglied des Deutschen Bundestages / Erster PGF der Fraktion der
376,Stephan Kühn,@stephankuehn,https://twitter.com/stephankuehn,"sächsischer Bundestagsabgeordneter, verkehrspolitischer Sprecher der"
377,Gitta Connemann,@GittaConnemann,https://twitter.com/GittaConnemann,Geboren in den 60ern im hohen Norden. Mitglied und Dabei.
378,Peter Boehringer,@PeterBoehringer,https://twitter.com/PeterBoehringer,Mitglied im 19. Deutschen Bundestag | Vorsitzender des
379,Carsten Schneider,@schneidercar,https://twitter.com/schneidercar,Erster Parlamentarischer Geschäftsführer SPD-Bundestagsfraktion /
380,Dagmar Schmidt,@dieschmidt,https://twitter.com/dieschmidt,
381,Hermann Gröhe,@groehe,https://twitter.com/groehe,Bundestagsabgeordneter aus dem Rhein-Kreis Neuss. Impressum:
382,Bjoern Simon,@BjoernSimon,https://twitter.com/BjoernSimon,"Vorsitzender CDU Obertshausen, Christdemokrat, Wissenschaftlicher"
383,Michael Leutert,@MichaelLeutert,https://twitter.com/MichaelLeutert,"DIE LINKE im Bundestag, aus Chemnitz, Sachsen. Haushaltspolitiker,"
384,Thomas Hacker,@hacker_fdp,https://twitter.com/hacker_fdp,Mitglied des Bundestages und Fraktionsvorsitzender der
385,Oliver Krischer,@Oliver_Krischer,https://twitter.com/Oliver_Krischer,"MdB, stv. Vorsitzender Bundestagsfraktion Bündnis 90/Die Grünen,"
386,Andrej Hunko,@AndrejHunko,https://twitter.com/AndrejHunko,Europapolitischer Sprecher der @*linksfraktion*
387,Nils Schmid,@NilsSchmid,https://twitter.com/NilsSchmid,"Außenpolitischer Sprecher der @*spdbt* <https://twitter.com/spdbt>,"
388,Johannes Steiniger,@JoSteiniger,https://twitter.com/JoSteiniger,"Direkt gewählter Bundestagsabgeordneter für den WK Neustadt-Speyer,"
389,Aydan Özoğuz,@oezoguz,https://twitter.com/oezoguz,Mitglied des Bundestages | Staatsministerin a.D. | Mitglied des
390,Birke Bull-Bischoff,@Birke_Bull,https://twitter.com/Birke_Bull,Mitglied des Bundestages für DIE LINKE im Wahlkreis 73 und überhaupt
391,Falko Mohrs,@FalkoMohrs,https://twitter.com/FalkoMohrs,Mitglied des Deutschen Bundestages - Direkt gewählt im Wahlkreis
392,Frank Junge,@fjunge,https://twitter.com/fjunge,
393,Stephan Thomae,@StephanThomae,https://twitter.com/StephanThomae,Mitglied des Deutschen Bundestages. Stellvertretender
394,Sören Pellmann,@LINKEPELLI,https://twitter.com/LINKEPELLI,in #*LeipzigSüd*
395,Martina Renner,@MartinaRenner,https://twitter.com/MartinaRenner,MdB die LINKE
396,Ulrich Lange,@UlrichLange,https://twitter.com/UlrichLange,
397,Hans-Joachim Fuchtel,@fuchtel,https://twitter.com/fuchtel,Parlamentarischer Staatssekretär bei der Bundesministerin für
398,Karin Strenz,@KarinStrenz,https://twitter.com/KarinStrenz,
399,Klaus Ernst,@ernst_klaus,https://twitter.com/ernst_klaus,Stellvertretender Vorsitzender der Bundestagsfraktion DIE LINKE
400,Stefan Zierke,@zierke,https://twitter.com/zierke,Bundestagsabgeordneter für die Uckermark und den Barnim
401,Christian Petry,@CPetryMdB,https://twitter.com/CPetryMdB,Generalsekretär der @*SPD_Saar* <https://twitter.com/SPD_Saar> /
402,Manfred Behrens,@Manfredbehrens,https://twitter.com/Manfredbehrens,"Ortsbürgermeister, Kreistagsabgenordneter und Bundestagskandidat"
403,Monika Lazar,@monikalazar,https://twitter.com/monikalazar,sächsische Bundestagsabgeordnete Bündnis90/ Die Grünen
404,Olav Gutting,@olavgutting,https://twitter.com/olavgutting,"Volksvertreter, Rechtsanwalt"
405,Sören Bartol,@soerenbartol,https://twitter.com/soerenbartol,Bundestagsabgeordneter im Wahlkreis Marburg-Biedenkopf und stellv.
406,Stephan Harbarth,@stephanharbarth,https://twitter.com/stephanharbarth,Ihr Abgeordneter für den Wahlkreis Rhein-Neckar. Stellvertretender
407,Ingo Wellenreuther,@Wellenreuther,https://twitter.com/Wellenreuther,"MdB im Wahlkreis Karlsruhe-Stadt, Vors. Richter am Landgericht a.D."
408,Peter Weiß,@PeterWeissMdB,https://twitter.com/PeterWeissMdB,Direkt gewählter Bundestagsabgeordneter des Wahlkreises
409,Carsten Müller,@CarstenMuellers,https://twitter.com/CarstenMuellers,"Bankkaufmann, Rechtsanwalt, Bundestagsabgeordneter"
410,Beate Müller-Gemmeke,@GrueneBeate,https://twitter.com/GrueneBeate,"Hier twittert Beate Müller-Gemmeke, grüne Bundestagsabgeordnete,"
411,Tabea Rößner,@TabeaRoessner,https://twitter.com/TabeaRoessner,"MdB, BÜNDNIS 90/DIE GRÜNEN, Verbraucher-, Medien-, Film- und"
412,matthias zimmer,@matthiaszimmer,https://twitter.com/matthiaszimmer,Ihr Frankfurter Abgeordneter im Deutschen Bundestag
413,Harald Ebner,@ebner_sha,https://twitter.com/ebner_sha,Mitglied des Deutschen Bundestags #*Grün*
414,Marco Bülow,@marcobuelow,https://twitter.com/marcobuelow,"Dortmunder, Europäer, SPD MdB, @*plattformPRO*"
415,Dieter Janecek,@DJanecek,https://twitter.com/DJanecek,MdB. Obmann Digitalausschuss und Mitglied Wirtschaftsausschuss.
416,Stefan Kaufmann,@StefanKaufmann,https://twitter.com/StefanKaufmann,Überzeugter Stuttgarter! Hier ist trotz Bundestagsmandat mein
417,Thomas Gebhart,@thomasgebhart,https://twitter.com/thomasgebhart,
418,Rita Schwarzelühr-S.,@rischwasu,https://twitter.com/rischwasu,"MdB, SPD Politikerin, PStin BMU. Views are my own!"
419,Andreas Scheuer,@AndiScheuer,https://twitter.com/AndiScheuer,Bundesminister f. Verkehr und digitale Infrastruktur @*BMVI*
420,Dr. Andreas Nick,@DrAndreasNick,https://twitter.com/DrAndreasNick,"MdB, Wahlkreis 204 Montabaur (Westerwald/Rhein-Lahn); @*cducsubt*"
421,Sahra Wagenknecht,@SWagenknecht,https://twitter.com/SWagenknecht,Mitglied des Deutschen Bundestages - Vorsitzende der Linksfraktion
422,Beate W.-Rosenheimer,@BeateWaRo,https://twitter.com/BeateWaRo,"MdB, Psychologin, Mutter von 5 Kindern, Kommunalpolitikerin"
423,Mathias_Stein,@stonie_kiel,https://twitter.com/stonie_kiel,SPD Bundestagsabgeordneter für Kiel-Altenholz-Kronshagen #
424,Uwe Kekeritz,@UweKekeritz,https://twitter.com/UweKekeritz,Abgeordneter bei @*GrueneBundestag*
425,Martin Rabanus,@MartinRabanus,https://twitter.com/MartinRabanus,Bundestagsabgeordneter im Wahlkreis 178 Rheingau-Taunus-Limburg
426,Marc Henrichmann,@MarcHenrichmann,https://twitter.com/MarcHenrichmann,Leidenschaftlicher Münsterländer. Für den Wahlkreis
427,Ingrid Nestle,@Ingrid_Nestle,https://twitter.com/Ingrid_Nestle,Sprecherin für Energiewirtschaft der Grünen Bundestagsfraktion.
428,Frank Heinrich,@FrankHeinrich,https://twitter.com/FrankHeinrich,"geb. '64, Sozialpädagoge und Theologe, '97 bis '09 Leiter der"
429,Patrick Sensburg,@PatrickSensburg,https://twitter.com/PatrickSensburg,
430,Roderich Kiesewetter,@RKiesewetter,https://twitter.com/RKiesewetter,Obmann Außenpolitik @*cducsubt* <https://twitter.com/cducsubt>
431,Niels Annen,@NielsAnnen,https://twitter.com/NielsAnnen,"Mitglied des SPD-Parteivorstands, Mitglied des Deutschen Bundestags"
432,Nadine Schön,@NadineSchoen,https://twitter.com/NadineSchoen,"Bundestagsabgeordnete für den Wahlkreis 298 (Saarland), CDU"
433,Kerstin Andreae,@KerstinAndreae,https://twitter.com/KerstinAndreae,Bundestagsabgeordnete aus Freiburg | Bündnis 90/Die Grünen | Team
434,Kai Wegner,@kaiwegner,https://twitter.com/kaiwegner,Bundestagsabgeordneter der @*CDU* <https://twitter.com/CDU> für
435,Tankred Schipanski,@TSchipanski,https://twitter.com/TSchipanski,CDU Bundestagsabgeordneter
436,Kerstin Griese,@KerstinGriese,https://twitter.com/KerstinGriese,"Bundestagsabgeordnete (SPD) aus NRW, Parlamentarische"
437,Ernst D. Rossmann,@edrossmann,https://twitter.com/edrossmann,"Vorsitzender des Ausschusses Bildung, Forschung &"
438,Jürgen Hardt,@juergenhardt,https://twitter.com/juergenhardt,"Mitglied des Deutschen Bundestages, Außenpolitischer Sprecher der"
439,Bettina Stark-Watzinger,@starkwatzinger,https://twitter.com/starkwatzinger,MdB | Freie Demokratin | Vorsitzende des Finanzausschusses |
440,Ralph Brinkhaus,@rbrinkhaus,https://twitter.com/rbrinkhaus,"CDU-Bundestagsabgeordneter, stellvertretender Vorsitzender der"
441,Christian Hirte,@ChristianHirte,https://twitter.com/ChristianHirte,"Parl. Staatssekretär beim Bundesminister für Wirtschaft, Ost- und"
442,Thomas Jarzombek,@tj_tweets,https://twitter.com/tj_tweets,doing rocket science for the federal Goverment
443,Burkhard Lischka,@LischkaB,https://twitter.com/LischkaB,
444,Martin Burkert,@BurkertMartin,https://twitter.com/BurkertMartin,"Vors. Landesgruppe Bayern in der SPD-Bundestagsfraktion, ehem."
445,Sönke Rix,@SoenkeRix,https://twitter.com/SoenkeRix,"MdB für Rendsburg-Eckernförde/S-H | familien-, jugend- u."
446,Dr. Eva Högl,@EvaHoegl,https://twitter.com/EvaHoegl,"Mitglied des Deutschen Bundestages, direkt gewählt in Berlin-Mitte,"
447,Johannes Kahrs,@kahrs,https://twitter.com/kahrs,Twitter Account von Johannes Kahrs (MdB). Member of the House of
448,Dr. Michael Meister,@meister_schafft,https://twitter.com/meister_schafft,
449,Erwin Rüddel,@Erwin_Rueddel,https://twitter.com/Erwin_Rueddel,CDU-MdB für die Region Rhein-Westerwald-Sieg. Politik - Sport -
450,Volkmar Klein,@VolkmarKlein,https://twitter.com/VolkmarKlein,"Mitglied des Deutschen Bundestags, Abgeordneter für Siegerland und"
451,Franziska Brantner,@fbrantner,https://twitter.com/fbrantner,Bundestagsabgeordnete für Heidelberg und die Bergstraße
452,Andreas Rimkus,@SPDuesseldorf,https://twitter.com/SPDuesseldorf,"ANDREAS RIMKUS - Bundestagsabgeordneter MdB - für Freiheit,"
453,Frank Schwabe #FreeShahidulAlam,@FrankSchwabe,https://twitter.com/FrankSchwabe,"Sozialdemokrat, Chairman of the SOC group in PACE, Member of the"
454,Benjamin Strasser,@bstrasser,https://twitter.com/bstrasser,mitglied des deutschen bundestages | innenpolitiker | obmann ua
455,Dr. Martin Rosemann,@MartinRosemann,https://twitter.com/MartinRosemann,"MdB für Tübingen-Hechingen, Stellv. Arbeitsmarkt- und"
456,Volker Ullrich,@VolkerUllrich,https://twitter.com/VolkerUllrich,"Mitglied des Deutschen Bundestages, CDU/CSU-Fraktion. Jurist und"
457,Daniela Kluckert,@DanielaKluckert,https://twitter.com/DanielaKluckert,"FDP-Bundestagsabgeordnete, stellv. Vors. des Verkehrsausschusses,"
458,Josef Oster,@josefoster,https://twitter.com/josefoster,"Bundestagsabgeordneter, direkt gewählt im Wahlkreis 199 - Koblenz"
459,Frank Sitta,@franksitta,https://twitter.com/franksitta,Stellvertretender Fraktionsvorsitzender @*fdpbt*
460,Katja Kipping,@katjakipping,https://twitter.com/katjakipping,Mitglied des Bundestages und Vorsitzende der Partei DIE LINKE. Es
461,Frank Steffel,@franksteffel,https://twitter.com/franksteffel,#*MdB* <https://twitter.com/hashtag/MdB?src=hash> für #*Berlin*
462,Ch Aschenberg-Dugnus,@cad59,https://twitter.com/cad59,"Rechtsanwältin, Vorsitzende LFA Gesundheitspolitik S-H, Vorsitzende"
463,Gabriele Hiller-Ohm,@GabiHillerOhm,https://twitter.com/GabiHillerOhm,"Mitglied des Bundestages (SPD) für Lübeck, Sandesneben und Berkenthin"
464,Gesine Lötzsch,@LoetzschMdB,https://twitter.com/LoetzschMdB,"MdB, Direktmandat im Wahlkreis Berlin-Lichtenberg | Stellvertretende"
465,Heiko Maas,@HeikoMaas,https://twitter.com/HeikoMaas,Bundesaußenminister & Saarländer. MdB für den WK297 (Saarlouis).
466,Steffen Bilger,@SteffenBilger,https://twitter.com/SteffenBilger,"MdB Wahlkreis Ludwigsburg, Parlamentarischer Staatssekretär im"
467,Erhard Grundl,@ErhardGrundl,https://twitter.com/ErhardGrundl,
468,AMattfeldt,@AMattfeldt,https://twitter.com/AMattfeldt,
469,Ingmar Jung,@Ingmar_Jung,https://twitter.com/Ingmar_Jung,Bundestagsabgeordneter für den Wahlkreis Wiesbaden.
470,Cansel Kiziltepe,@CanselK,https://twitter.com/CanselK,#*MdB* <https://twitter.com/hashtag/MdB?src=hash> #*berlin*
471,Dr. Jan-Marco Luczak,@JM_Luczak,https://twitter.com/JM_Luczak,Mitglied des Deutschen Bundestages | stellv. rechtspolitischer
472,Thomas L. Kemmerich,@KemmerichThL,https://twitter.com/KemmerichThL,"MdB, Vorsitzender FDP Thüringen und FDP Erfurt, Bundesvorsitz"
473,Marcus Faber,@MarcusFaber,https://twitter.com/MarcusFaber,Mitglied Deutscher Bundestag | Bundesvorstand FDP | stellv.
474,Peter Tauber,@petertauber,https://twitter.com/petertauber,"Läufer, MdB im schönsten Wahlkreis Deutschlands, Christdemokrat,"
475,Ekin Deligöz,@ekindeligoez,https://twitter.com/ekindeligoez,MdB @*GrueneBundestag* <https://twitter.com/GrueneBundestag> aus
476,Swen Schulz,@swenschulz,https://twitter.com/swenschulz,SPD-Bundestagsabgeordneter für Berlin-Spandau und Charlottenburg-Nord
477,Josephine Ortleb,@joloulou,https://twitter.com/joloulou,"Saarbrückerin, Gewerkschafterin, Sozialdemokratin,"
478,Marlene Mortler,@marlenemortler,https://twitter.com/marlenemortler,Bundestagsabgeordnete (Wahlkreis: Nürnberger Land/Roth)
479,Caren Lay,@CarenLay,https://twitter.com/CarenLay,Mitglied des Deutschen Bundestags (MdB) • Stellv.
480,Kathrin Vogler,@voglerk,https://twitter.com/voglerk,#*Bundestag* <https://twitter.com/hashtag/Bundestag?src=hash>
481,Katrin Helling-Plahr,@KatrinHelling,https://twitter.com/KatrinHelling,"Mitglied des Deutschen Bundestages, Ausschuss für Recht und"
482,Dr. Tobias Lindner,@tobiaslindner,https://twitter.com/tobiaslindner,Mitglied des Deutschen Bundestages
483,Oliver Luksic,@OlliLuksic,https://twitter.com/OlliLuksic,"Verkehrspolitischer Sprecher @*fdpbt* <https://twitter.com/fdpbt>,"
484,Diether Dehm,@Diether_Dehm,https://twitter.com/Diether_Dehm,Bundestagsabgeordneter Fraktion DIE LINKE
485,Rüdiger Kruse,@RuedigerKruse,https://twitter.com/RuedigerKruse,Im Bundestag für Hamburg-Eimsbüttel | Berichterstatter für #*Kultur*
486,Ulrich Kelber,@UlrichKelber,https://twitter.com/UlrichKelber,"Dipl.-Informatiker, Mitglied des Bundestags für die Bundesstadt Bonn"
487,W. Strengmann-Kuhn,@W_SK,https://twitter.com/W_SK,"Dr. Wolfgang Strengmann-Kuhn, promovierter und habilitierter"
488,Gero Storjohann,@gero_storjohann,https://twitter.com/gero_storjohann,Mitglied des Deutschen Bundestages im Wahlkreis 8 –
489,Pascal Kober,@PascalKober,https://twitter.com/PascalKober,
490,Katja Dörner,@katjadoerner,https://twitter.com/katjadoerner,Grüne Bundestagsabgeordnete für Bonn Stellvertretende
491,Bärbel Bas,@baerbelbas,https://twitter.com/baerbelbas,"aus Duisburg, Mitglied des Deutschen Bundestages, Parlamentarische"
492,Christoph Matschie,@matschie,https://twitter.com/matschie,"MdB für #*Jena* <https://twitter.com/hashtag/Jena?src=hash>,"
493,Florian Pronold,@FlorianPronold,https://twitter.com/FlorianPronold,Florian Pronold ist SPD-Bundestagsabgeordneter & Parlamentarischer
494,Uwe Schulz,@Uwe_Schulz_AfD,https://twitter.com/Uwe_Schulz_AfD,Als Mitglied des Deutschen Bundestages stehe ich für eine
495,Cem Özdemir,@cem_oezdemir,https://twitter.com/cem_oezdemir,Bundestagsabgeordneter für Stuttgart I
496,Helge Braun,@HBraun,https://twitter.com/HBraun,Chef des Bundeskanzleramtes und Bundestagsabgeordneter für
497,KatjaSuding,@KatjaSuding,https://twitter.com/KatjaSuding,Stellv. Vorsitzende der FDP-Bundestagsfraktion • Stellv.
498,rainerspiering,@rainerspiering,https://twitter.com/rainerspiering,"SPD-Bundestagskandidat im WK Osnabrück, Land."
499,Frank Schäffler,@f_schaeffler,https://twitter.com/f_schaeffler,"«Es ist eine Hauptaufgabe des Wettbewerbs zu zeigen, welche Pläne"
500,Dennis Rohde,@DennisRohde,https://twitter.com/DennisRohde,Mitglied des Deutschen Bundestages. Direkt gewählt im Wahlkreis
501,Maria Klein-Schmeink,@MariaKlSchmeink,https://twitter.com/MariaKlSchmeink,"Grüne MdB, Gesundheitspolitische Sprecherin, begeistert von Münster,"
502,OttO Fricke,@Otto_Fricke,https://twitter.com/Otto_Fricke,"Freiheitsfreund, MdB, Haushälter, Mitglied Bundesvorstand FDP und"
503,jimmyschulz,@jimmyschulz,https://twitter.com/jimmyschulz,"Vorsitzender #*BTADA* <https://twitter.com/hashtag/BTADA?src=hash>,"
504,Stefan Müller,@smuellermdb,https://twitter.com/smuellermdb,Bundestagsabgeordneter für Erlangen und Erlangen-Höchstadt
505,Manuel Sarrazin,@ManuelSarrazin,https://twitter.com/ManuelSarrazin,"MdB, Sprecher f Osteuropa B'90/Die Grünen Bundestag; MP Germany,"
506,Kordula Schulz-Asche,@K_SA,https://twitter.com/K_SA,"Abgeordnete im Deutschen Bundestag, Sprecherin für Pflege- und"
507,Konstantin v. Notz,@KonstantinNotz,https://twitter.com/KonstantinNotz,- Grüner Bundestagsabgeordneter - Stellv. Fraktionsvorsitzender -
508,Martin Schulz,@MartinSchulz,https://twitter.com/MartinSchulz,Glühender Sozialdemokrat.
509,Torsten Herbst,@torstenherbst,https://twitter.com/torstenherbst,FDP Bundestagsabgeordneter | Obmann im Ausschuss für Verkehr und
510,Christian Dürr,@christianduerr,https://twitter.com/christianduerr,stellvertretender @*fdpbt* <https://twitter.com/fdpbt>-Vorsitzender.
511,Manuel Höferlin,@ManuelHoeferlin,https://twitter.com/ManuelHoeferlin,"Mitglied des Deutschen Bundestages. Familienvater, Rheinhesse,"
512,Lars Castellucci,@larscastellucci,https://twitter.com/larscastellucci,"MdB, Sprecher für Migration und Integration und Kirchenbeauftragter"
513,Florian Toncar,@florian_toncar,https://twitter.com/florian_toncar,Parlamentarischer Geschäftsführer & finanzpolitischer Sprecher der
514,Ulle Schauws  ❕,@ulle_schauws,https://twitter.com/ulle_schauws,Feministin #*Grüne*
515,Sven Kindler,@sven_kindler,https://twitter.com/sven_kindler,#*MdB* <https://twitter.com/hashtag/MdB?src=hash> #*Grüne*
516,SteffiLemke,@SteffiLemke,https://twitter.com/SteffiLemke,Mitglied des Deutschen Bundestages (Bündnis 90/Die Grünen)
517,Sven Lehmann  ️‍,@svenlehmann,https://twitter.com/svenlehmann,Bundestagsabgeordneter aus #*Köln*
518,Tobias Pflueger,@tpflueger,https://twitter.com/tpflueger,"Vize-Vorsitzender DIE LINKE, MdB, verteidungungspolitischer Sprecher"
519,Omid Nouripour,@nouripour,https://twitter.com/nouripour,"MP, international, „Top5 German politics-social-media-influencer“"
520,anke domscheit-berg,@anked,https://twitter.com/anked,"Publizistin, Netzaktivistin und Bundestagsabgeordnete (MP) für DIE"
521,Marco Wanderwitz,@wanderwitz,https://twitter.com/wanderwitz,Parlamentarischer Staatssekretär für #*Bau*
522,Hermann Otto Solms,@solms,https://twitter.com/solms,Mitglied des Deutschen Bundestages und Bundesschatzmeister der
523,Lars Klingbeil,@larsklingbeil,https://twitter.com/larsklingbeil,MdB | Rotenburg I - Heidekreis | SPD-Generalsekretär | FCB | Musik |
524,Hubertus Heil,@hubertus_heil,https://twitter.com/hubertus_heil,"Bundesminister für Arbeit und Soziales, MdB für den Wahlkreis"
